building_id,area_m2,perimeter_m,floors,damage_level,access_index,zoning_category,building_type,action,labor_hours,concrete_m3,steel_tons,equipment_hours,cost,duration_days
30,940.34,123.598,3,0.195,0.875,mixed_use,residential,repair,4714.146,35.356,2.357,23.571,351335.88,252.1
30,940.34,123.598,3,0.195,0.875,mixed_use,residential,rebuild,14142.438,294.634,17.678,117.854,1254227.99,889.5
30,940.34,123.598,3,0.195,0.875,mixed_use,residential,demolish,2357.073,0.0,0.0,94.283,151518.66,155.8
30,940.34,123.598,3,0.195,0.875,mixed_use,residential,defer,0.0,0.0,0.0,0.0,9638.48,1.0
31,951.284,123.893,2,0.184,0.55,residential,residential,repair,5135.23,38.514,2.568,25.676,376965.89,290.7
31,951.284,123.893,2,0.184,0.55,residential,residential,rebuild,15405.691,320.952,19.257,128.381,1395631.73,812.4
31,951.284,123.893,2,0.184,0.55,residential,residential,demolish,2567.615,0.0,0.0,102.705,187090.51,181.9
31,951.284,123.893,2,0.184,0.55,residential,residential,defer,0.0,0.0,0.0,0.0,10369.0,1.0
32,242.355,67.02,1,0.491,0.0,mixed_use,residential,repair,1736.622,13.025,0.868,8.683,143584.6,108.0
32,242.355,67.02,1,0.491,0.0,mixed_use,residential,rebuild,5209.865,108.539,6.512,43.416,564236.01,348.5
32,242.355,67.02,1,0.491,0.0,mixed_use,residential,demolish,868.311,0.0,0.0,34.732,64998.53,62.7
32,242.355,67.02,1,0.491,0.0,mixed_use,residential,defer,0.0,0.0,0.0,0.0,2908.26,1.0
33,179.395,57.9,3,0.096,0.532,mixed_use,residential,repair,949.464,7.121,0.475,4.747,65189.23,41.8
33,179.395,57.9,3,0.096,0.532,mixed_use,residential,rebuild,2848.393,59.342,3.56,23.737,205172.97,179.4
33,179.395,57.9,3,0.096,0.532,mixed_use,residential,demolish,474.732,0.0,0.0,18.989,27814.62,27.1
33,179.395,57.9,3,0.096,0.532,mixed_use,residential,defer,0.0,0.0,0.0,0.0,1961.86,1.0
34,683.288,104.559,3,0.498,0.891,commercial,commercial,repair,3961.637,29.712,1.981,19.808,380707.58,206.7
34,683.288,104.559,3,0.498,0.891,commercial,commercial,rebuild,11884.91,247.602,14.856,99.041,1577173.11,712.2
34,683.288,104.559,3,0.498,0.891,commercial,commercial,demolish,1980.818,0.0,0.0,79.233,170902.43,115.2
34,683.288,104.559,3,0.498,0.891,commercial,commercial,defer,0.0,0.0,0.0,0.0,6981.84,1.0
35,7746.772,352.641,1,0.239,0.943,industrial,industrial,repair,37040.915,277.807,18.52,185.205,3632496.72,1881.1
35,7746.772,352.641,1,0.239,0.943,industrial,industrial,rebuild,111122.744,2315.057,138.903,926.023,12026689.66,6635.4
35,7746.772,352.641,1,0.239,0.943,industrial,industrial,demolish,18520.457,0.0,0.0,740.818,1832642.97,1291.7
35,7746.772,352.641,1,0.239,0.943,industrial,industrial,defer,0.0,0.0,0.0,0.0,78350.85,1.0
36,578.497,105.718,2,0.802,0.429,residential,residential,repair,4318.084,32.386,2.159,21.59,315693.1,255.8
36,578.497,105.718,2,0.802,0.429,residential,residential,rebuild,12954.251,269.88,16.193,107.952,1277649.82,809.2
36,578.497,105.718,2,0.802,0.429,residential,residential,demolish,2159.042,0.0,0.0,86.362,166725.81,139.5
36,578.497,105.718,2,0.802,0.429,residential,residential,defer,0.0,0.0,0.0,0.0,6445.61,1.0
37,2395.36,195.94,1,0.451,0.281,mixed_use,commercial,repair,15618.755,117.141,7.809,78.094,1211848.37,806.3
37,2395.36,195.94,1,0.451,0.281,mixed_use,commercial,rebuild,46856.264,976.172,58.57,390.469,5197337.42,2842.5
37,2395.36,195.94,1,0.451,0.281,mixed_use,commercial,demolish,7809.377,0.0,0.0,312.375,706488.3,507.4
37,2395.36,195.94,1,0.451,0.281,mixed_use,commercial,defer,0.0,0.0,0.0,0.0,27398.13,1.0
38,1113.563,133.962,6,0.769,0.818,mixed_use,residential,repair,7962.71,59.72,3.981,39.814,634316.84,549.9
38,1113.563,133.962,6,0.769,0.818,mixed_use,residential,rebuild,23888.129,497.669,29.86,199.068,2448293.45,1366.9
38,1113.563,133.962,6,0.769,0.818,mixed_use,residential,demolish,3981.355,0.0,0.0,159.254,300956.26,307.1
38,1113.563,133.962,6,0.769,0.818,mixed_use,residential,defer,0.0,0.0,0.0,0.0,11540.97,1.0
39,10234.294,411.263,2,0.118,1.0,industrial,industrial,repair,46027.304,345.205,23.014,230.137,4088979.14,2282.5
39,10234.294,411.263,2,0.118,1.0,industrial,industrial,rebuild,138081.913,2876.707,172.602,1150.683,15266313.81,6799.2
39,10234.294,411.263,2,0.118,1.0,industrial,industrial,demolish,23013.652,0.0,0.0,920.546,2157635.57,1549.8
39,10234.294,411.263,2,0.118,1.0,industrial,industrial,defer,0.0,0.0,0.0,0.0,102342.94,1.0
40,247.231,69.056,3,0.254,0.512,mixed_use,residential,repair,1434.357,10.758,0.717,7.172,114944.08,78.2
40,247.231,69.056,3,0.254,0.512,mixed_use,residential,rebuild,4303.072,89.647,5.379,35.859,331852.61,202.6
40,247.231,69.056,3,0.254,0.512,mixed_use,residential,demolish,717.179,0.0,0.0,28.687,51271.68,45.3
40,247.231,69.056,3,0.254,0.512,mixed_use,residential,defer,0.0,0.0,0.0,0.0,2713.61,1.0
41,1242.787,164.12,4,0.427,0.297,commercial,commercial,repair,8559.406,64.196,4.28,42.797,740758.15,451.5
41,1242.787,164.12,4,0.427,0.297,commercial,commercial,rebuild,25678.219,534.963,32.098,213.985,3183611.45,1741.1
41,1242.787,164.12,4,0.427,0.297,commercial,commercial,demolish,4279.703,0.0,0.0,171.188,387449.91,296.6
41,1242.787,164.12,4,0.427,0.297,commercial,commercial,defer,0.0,0.0,0.0,0.0,14175.23,1.0
42,2359.937,194.318,1,0.372,0.552,industrial,industrial,repair,13691.153,102.684,6.846,68.456,1429143.8,806.6
42,2359.937,194.318,1,0.372,0.552,industrial,industrial,rebuild,41073.458,855.697,51.342,342.279,4758867.62,2616.2
42,2359.937,194.318,1,0.372,0.552,industrial,industrial,demolish,6845.576,0.0,0.0,273.823,673852.72,442.7
42,2359.937,194.318,1,0.372,0.552,industrial,industrial,defer,0.0,0.0,0.0,0.0,25713.87,1.0
43,686.883,105.638,6,0.697,0.964,mixed_use,residential,repair,4537.493,34.031,2.269,22.687,331959.7,249.6
43,686.883,105.638,6,0.697,0.964,mixed_use,residential,rebuild,13612.48,283.593,17.016,113.437,1403131.78,869.6
43,686.883,105.638,6,0.697,0.964,mixed_use,residential,demolish,2268.747,0.0,0.0,90.75,169176.76,157.2
43,686.883,105.638,6,0.697,0.964,mixed_use,residential,defer,0.0,0.0,0.0,0.0,6918.29,1.0
44,876.355,118.533,3,0.073,0.847,residential,residential,repair,4144.012,31.08,2.072,20.72,262745.99,207.1
44,876.355,118.533,3,0.073,0.847,residential,residential,rebuild,12432.035,259.001,15.54,103.6,891991.83,772.5
44,876.355,118.533,3,0.073,0.847,residential,residential,demolish,2072.006,0.0,0.0,82.88,135657.0,133.0
44,876.355,118.533,3,0.073,0.847,residential,residential,defer,0.0,0.0,0.0,0.0,9031.71,1.0
45,855.524,117.373,1,0.187,0.543,residential,residential,repair,4525.205,33.939,2.263,22.626,271438.62,278.1
45,855.524,117.373,1,0.187,0.543,residential,residential,rebuild,13575.614,282.825,16.97,113.13,1159171.09,847.1
45,855.524,117.373,1,0.187,0.543,residential,residential,demolish,2262.602,0.0,0.0,90.504,145537.46,139.6
45,855.524,117.373,1,0.187,0.543,residential,residential,defer,0.0,0.0,0.0,0.0,9337.19,1.0
46,894.961,119.777,6,0.707,0.238,mixed_use,residential,repair,7426.885,55.702,3.713,37.134,554725.55,421.9
46,894.961,119.777,6,0.707,0.238,mixed_use,residential,rebuild,22280.655,464.18,27.851,185.672,2010278.11,1424.6
46,894.961,119.777,6,0.707,0.238,mixed_use,residential,demolish,3713.442,0.0,0.0,148.538,261887.82,303.7
46,894.961,119.777,6,0.707,0.238,mixed_use,residential,defer,0.0,0.0,0.0,0.0,10313.53,1.0
47,655.928,102.453,6,0.253,0.473,mixed_use,public,repair,4116.307,30.872,2.058,20.582,382155.5,225.6
47,655.928,102.453,6,0.253,0.473,mixed_use,public,rebuild,12348.922,257.269,15.436,102.908,1398453.95,797.8
47,655.928,102.453,6,0.253,0.473,mixed_use,public,demolish,2058.154,0.0,0.0,82.326,180715.93,141.5
47,655.928,102.453,6,0.253,0.473,mixed_use,public,defer,0.0,0.0,0.0,0.0,7250.63,1.0
48,2453.715,214.88,2,0.277,1.0,industrial,industrial,repair,12018.394,90.138,6.009,60.092,1162109.42,630.2
48,2453.715,214.88,2,0.277,1.0,industrial,industrial,rebuild,36055.183,751.15,45.069,300.46,4640733.79,2251.8
48,2453.715,214.88,2,0.277,1.0,industrial,industrial,demolish,6009.197,0.0,0.0,240.368,560283.43,349.0
48,2453.715,214.88,2,0.277,1.0,industrial,industrial,defer,0.0,0.0,0.0,0.0,24537.15,1.0
49,656.438,103.889,5,0.504,0.737,mixed_use,residential,repair,4201.391,31.51,2.101,21.007,336607.05,264.8
49,656.438,103.889,5,0.504,0.737,mixed_use,residential,rebuild,12604.174,262.587,15.755,105.035,1232949.18,753.2
49,656.438,103.889,5,0.504,0.737,mixed_use,residential,demolish,2100.696,0.0,0.0,84.028,162674.82,112.1
49,656.438,103.889,5,0.504,0.737,mixed_use,residential,defer,0.0,0.0,0.0,0.0,6909.67,1.0
50,424.269,87.109,8,0.856,0.248,residential,residential,repair,3893.729,29.203,1.947,19.469,306292.03,248.3
50,424.269,87.109,8,0.856,0.248,residential,residential,rebuild,11681.188,243.358,14.601,97.343,1112499.6,787.9
50,424.269,87.109,8,0.856,0.248,residential,residential,demolish,1946.865,0.0,0.0,77.875,146712.61,147.1
50,424.269,87.109,8,0.856,0.248,residential,residential,defer,0.0,0.0,0.0,0.0,4880.79,1.0
51,1404.915,159.264,1,0.124,0.397,historical,cultural,repair,7494.833,56.211,3.747,37.474,1038328.01,476.8
51,1404.915,159.264,1,0.124,0.397,historical,cultural,rebuild,22484.5,468.427,28.106,187.371,3500554.21,1342.5
51,1404.915,159.264,1,0.124,0.397,historical,cultural,demolish,3747.417,0.0,0.0,149.897,491581.59,249.1
51,1404.915,159.264,1,0.124,0.397,historical,cultural,defer,0.0,0.0,0.0,0.0,15743.48,1.0
52,15217.857,494.357,1,0.134,1.0,industrial,industrial,repair,67409.628,505.572,33.705,337.048,5932998.69,3902.3
52,15217.857,494.357,1,0.134,1.0,industrial,industrial,rebuild,202228.884,4213.102,252.786,1685.241,27135289.59,10903.6
52,15217.857,494.357,1,0.134,1.0,industrial,industrial,demolish,33704.814,0.0,0.0,1348.193,3105211.84,2345.7
52,15217.857,494.357,1,0.134,1.0,industrial,industrial,defer,0.0,0.0,0.0,0.0,152178.57,1.0
53,227.385,64.68,8,0.461,0.958,mixed_use,residential,repair,1413.825,10.604,0.707,7.069,111492.74,80.5
53,227.385,64.68,8,0.461,0.958,mixed_use,residential,rebuild,4241.474,88.364,5.302,35.346,399655.42,253.5
53,227.385,64.68,8,0.461,0.958,mixed_use,residential,demolish,706.912,0.0,0.0,28.276,50744.04,52.7
53,227.385,64.68,8,0.461,0.958,mixed_use,residential,defer,0.0,0.0,0.0,0.0,2292.95,1.0
54,532.802,92.444,10,0.576,0.464,commercial,commercial,repair,4257.18,31.929,2.129,21.286,462559.36,253.0
54,532.802,92.444,10,0.576,0.464,commercial,commercial,rebuild,12771.54,266.074,15.964,106.43,1616667.45,770.1
54,532.802,92.444,10,0.576,0.464,commercial,commercial,demolish,2128.59,0.0,0.0,85.144,180444.56,161.0
54,532.802,92.444,10,0.576,0.464,commercial,commercial,defer,0.0,0.0,0.0,0.0,5899.18,1.0
55,722.936,113.631,6,0.199,0.337,commercial,commercial,repair,4586.394,34.398,2.293,22.932,414175.58,239.3
55,722.936,113.631,6,0.199,0.337,commercial,commercial,rebuild,13759.181,286.65,17.199,114.66,1908183.33,763.5
55,722.936,113.631,6,0.199,0.337,commercial,commercial,demolish,2293.197,0.0,0.0,91.728,195799.61,141.0
55,722.936,113.631,6,0.199,0.337,commercial,commercial,defer,0.0,0.0,0.0,0.0,8187.97,1.0
56,8553.384,385.101,1,0.266,0.726,industrial,industrial,repair,44565.723,334.243,22.283,222.829,3795866.65,2631.6
56,8553.384,385.101,1,0.266,0.726,industrial,industrial,rebuild,133697.17,2785.358,167.121,1114.143,16371222.59,8220.7
56,8553.384,385.101,1,0.266,0.726,industrial,industrial,demolish,22282.862,0.0,0.0,891.314,2098237.42,1369.5
56,8553.384,385.101,1,0.266,0.726,industrial,industrial,defer,0.0,0.0,0.0,0.0,90221.09,1.0
57,2270.627,192.537,3,0.101,1.0,historical,cultural,repair,10355.376,77.665,5.178,51.777,1429525.33,452.6
57,2270.627,192.537,3,0.101,1.0,historical,cultural,rebuild,31066.128,647.211,38.833,258.884,5589044.64,1981.3
57,2270.627,192.537,3,0.101,1.0,historical,cultural,demolish,5177.688,0.0,0.0,207.108,657278.27,276.9
57,2270.627,192.537,3,0.101,1.0,historical,cultural,defer,0.0,0.0,0.0,0.0,22706.27,1.0
58,2712.321,210.499,1,0.532,0.79,mixed_use,public,repair,15748.443,118.113,7.874,78.742,1560939.23,901.9
58,2712.321,210.499,1,0.532,0.79,mixed_use,public,rebuild,47245.33,984.278,59.057,393.711,5814460.52,3288.4
58,2712.321,210.499,1,0.532,0.79,mixed_use,public,demolish,7874.222,0.0,0.0,314.969,777568.54,578.8
58,2712.321,210.499,1,0.532,0.79,mixed_use,public,defer,0.0,0.0,0.0,0.0,28262.38,1.0
59,1311.023,162.659,5,0.246,0.804,commercial,commercial,repair,7234.833,54.261,3.617,36.174,640228.72,335.0
59,1311.023,162.659,5,0.246,0.804,commercial,commercial,rebuild,21704.5,452.177,27.131,180.871,2799863.61,1515.4
59,1311.023,162.659,5,0.246,0.804,commercial,commercial,demolish,3617.417,0.0,0.0,144.697,312581.38,251.4
59,1311.023,162.659,5,0.246,0.804,commercial,commercial,defer,0.0,0.0,0.0,0.0,13624.15,1.0
60,932.932,130.973,3,0.276,0.595,mixed_use,public,repair,5338.743,40.041,2.669,26.694,464844.25,281.9
