building_id,action,q_ij,area_m2,perimeter_m,floors,damage_level,access_index,zoning_category,building_type,defer_priority,defer_penalty_i,C_hat_ij,T_hat_ij,labor_hours,concrete_m3,steel_tons,equipment_hours,is_deferred,is_active
10022,defer,1,487.93389865619133,98.50692067529782,2,0.5,0.9473801541351347,mixed_use,residential,0.645,129000.0,4930.688999640977,0.0,0.0,0.0,0.0,0.0,1,0
10023,defer,1,5167.353323438761,321.4827248647184,1,0.474,0.8581854029837968,industrial,industrial,0.4444,88880.0,53139.14549279523,0.0,0.0,0.0,0.0,0.0,1,0
10024,defer,1,794.7275179198973,112.79588124860581,2,0.744,1.0,mixed_use,residential,0.7913999999999999,158279.99999999997,7947.275179198973,0.0,0.0,0.0,0.0,0.0,1,0
10025,defer,1,1401.717021815077,160.361958044153,1,0.3,0.48425458122860066,public,cultural,0.52,104000.0,15463.0284829808,0.0,0.0,0.0,0.0,0.0,1,0
10026,defer,1,580.1265376924313,96.40907675274792,2,0.125,0.24429390300588694,mixed_use,residential,0.42000000000000004,84000.00000000001,6678.075700048824,0.0,0.0,0.0,0.0,0.0,1,0
10028,defer,1,1715.7745012786017,178.7390618964741,4,0.221,1.0,commercial,commercial,0.33259999999999995,66519.99999999999,17157.745012786017,0.0,0.0,0.0,0.0,0.0,1,0
10029,defer,1,6499.593775102629,332.0007703268593,1,0.323,1.0,industrial,industrial,0.3538,70760.0,64995.937751026286,0.0,0.0,0.0,0.0,0.0,1,0
10030,defer,1,1169.425738280111,156.97183658387607,5,0.61,1.0,commercial,commercial,0.5660000000000001,113200.00000000001,11694.257382801112,0.0,0.0,0.0,0.0,0.0,1,0
10032,defer,1,4743.685853588745,276.3291260708327,2,0.501,0.6301220606430289,mixed_use,public,0.6756,135120.0,50946.028032851886,0.0,0.0,0.0,0.0,0.0,1,0
10033,defer,1,1881.930196664453,187.14363427829036,5,0.955,0.682623165249779,mixed_use,commercial,0.798,159600.0,20013.86406472098,0.0,0.0,0.0,0.0,0.0,1,0
10036,defer,1,385.28221934933873,89.74346104288529,4,0.186,0.1630418606176095,residential,residential,0.4716,94320.0,4497.752372380869,0.0,0.0,0.0,0.0,0.0,1,0
10037,defer,1,2616.5156438942804,204.92897402591063,3,0.072,0.7282467542240748,historical,cultural,0.3632,72640.0,27587.249676646315,0.0,0.0,0.0,0.0,0.0,1,0
10038,defer,1,489.2990476575702,94.32184308133803,7,0.414,1.0,mixed_use,residential,0.5933999999999999,118679.99999999999,4892.990476575702,0.0,0.0,0.0,0.0,0.0,1,0
10039,defer,1,1579.5303567109258,162.81707247586846,3,0.45,0.5516814258347076,historical,cultural,0.5900000000000001,118000.00000000001,17211.569161852134,0.0,0.0,0.0,0.0,0.0,1,0
10041,defer,1,694.8557153812623,107.01642184886134,2,0.495,0.6062214219751689,residential,residential,0.6569999999999999,131399.99999999997,7495.795744883143,0.0,0.0,0.0,0.0,0.0,1,0
10042,defer,1,2275.5261770570405,190.81074024609228,4,0.124,0.7183297048647739,mixed_use,commercial,0.2994,59880.0,24037.15803032958,0.0,0.0,0.0,0.0,0.0,1,0
10043,defer,1,991.9667066605632,126.13810739013718,2,0.398,0.7527783788814695,mixed_use,residential,0.5838000000000001,116760.00000000001,10410.138301238101,0.0,0.0,0.0,0.0,0.0,1,0
10044,defer,1,619.767846066949,99.648783346743,3,0.189,0.9689144501180021,residential,residential,0.47340000000000004,94680.00000000001,6236.210109257834,0.0,0.0,0.0,0.0,0.0,1,0
10046,defer,1,315.05180483442007,81.76898899690117,8,0.189,0.637967313943778,mixed_use,residential,0.45840000000000003,91680.0,3378.636150646332,0.0,0.0,0.0,0.0,0.0,1,0
10047,defer,1,1727.7268641587416,166.39069948682982,6,0.266,0.8348671707394881,mixed_use,commercial,0.3846,76920.0,17847.877492123265,0.0,0.0,0.0,0.0,0.0,1,0
10048,defer,1,4740.99662918399,346.30801897754486,1,0.123,1.0,industrial,industrial,0.23379999999999998,46759.99999999999,47409.9662918399,0.0,0.0,0.0,0.0,0.0,1,0
10049,defer,1,620.7821399791219,99.69525803835147,3,0.218,0.7556453993111536,mixed_use,residential,0.47580000000000006,95160.00000000001,6511.2033436499505,0.0,0.0,0.0,0.0,0.0,1,0
10050,defer,1,795.3831037162422,113.26500604663946,2,0.384,0.6590114714375749,historical,cultural,0.5504,110080.0,8496.264065521655,0.0,0.0,0.0,0.0,0.0,1,0
10052,defer,1,1742.2182311986817,189.02386131468907,3,0.812,1.0,mixed_use,commercial,0.7121999999999999,142440.0,17422.182311986817,0.0,0.0,0.0,0.0,0.0,1,0
10053,defer,1,835.6943993982768,115.64932545518334,6,0.676,0.929566567080387,residential,residential,0.7656,153120.0,8474.665644825398,0.0,0.0,0.0,0.0,0.0,1,0
10054,defer,1,5184.763716359586,288.07483389279514,4,0.263,1.0,mixed_use,public,0.5327999999999999,106559.99999999999,51847.637163595864,0.0,0.0,0.0,0.0,0.0,1,0
10055,defer,1,304.21347343153843,72.24678266572269,2,0.283,0.869581468025873,mixed_use,residential,0.5147999999999999,102959.99999999999,3121.484883538767,0.0,0.0,0.0,0.0,0.0,1,0
10056,defer,1,411.9389965596978,88.78170735400553,6,0.213,0.9641607306639444,mixed_use,residential,0.47280000000000005,94560.00000000001,4148.917150892433,0.0,0.0,0.0,0.0,0.0,1,0
10057,defer,1,4890.9321957424,280.9943315088325,4,0.112,0.997784759022166,public,public,0.46719999999999995,93439.99999999999,48930.99114426364,0.0,0.0,0.0,0.0,0.0,1,0
10058,defer,1,1320.3129733557084,166.88078935788752,5,0.7,0.9998935761532862,commercial,commercial,0.62,124000.0,13203.410759128068,0.0,0.0,0.0,0.0,0.0,1,0
10059,defer,1,14036.32443101405,474.47764073190575,1,0.779,1.0,industrial,industrial,0.6274,125479.99999999999,140363.2443101405,0.0,0.0,0.0,0.0,0.0,1,0
10060,defer,1,449.7067904306218,91.26691199464099,4,0.419,0.7687870273015672,mixed_use,residential,0.5964,119280.00000000001,4705.0239920224885,0.0,0.0,0.0,0.0,0.0,1,0
10061,defer,1,495.19967829222776,96.26632332399758,2,0.081,0.36188026121600114,residential,residential,0.4086,81720.0,5583.990161637791,0.0,0.0,0.0,0.0,0.0,1,0
10062,defer,1,699.3580945475844,105.79358878332334,2,0.138,0.46522636865758016,mixed_use,residential,0.4278,85560.0,7741.577481135698,0.0,0.0,0.0,0.0,0.0,1,0
10064,defer,1,6858.232989706168,331.4646803712823,1,0.059,1.0,industrial,industrial,0.1954,39080.0,68582.32989706169,0.0,0.0,0.0,0.0,0.0,1,0
10065,defer,1,964.807874700509,125.13831189069529,6,0.766,0.44729966131034415,mixed_use,residential,0.8046,160920.0,10714.578025239927,0.0,0.0,0.0,0.0,0.0,1,0
10066,defer,1,739.0797961490113,108.87654950633859,5,0.775,0.327231899645836,mixed_use,residential,0.81,162000.0,8385.25658242074,0.0,0.0,0.0,0.0,0.0,1,0
10068,defer,1,767.4569126972816,112.61541454441958,2,0.791,1.0,public,public,0.8745999999999999,174920.0,7674.569126972816,0.0,0.0,0.0,0.0,0.0,1,0
10069,defer,1,440.3569385583669,87.88517271891419,3,0.079,0.6067647150935634,residential,residential,0.40740000000000004,81480.00000000001,4749.89715797272,0.0,0.0,0.0,0.0,0.0,1,0
10072,defer,1,533.9847737642278,97.2550995942552,5,0.32,0.219714479571271,residential,residential,0.552,110400.00000000001,6173.168911837553,0.0,0.0,0.0,0.0,0.0,1,0
10073,defer,1,2935.682837432645,224.06691113053034,2,0.68,0.7174030890422941,mixed_use,public,0.7829999999999999,156599.99999999997,31016.058177146493,0.0,0.0,0.0,0.0,0.0,1,0
10075,defer,1,537.8862518412086,93.0518522065434,4,0.104,0.48091778968296817,mixed_use,residential,0.40740000000000004,81480.00000000001,5937.276887421844,0.0,0.0,0.0,0.0,0.0,1,0
10076,defer,1,2338.0401147599896,199.54134976630974,5,0.112,0.12656287244236297,mixed_use,commercial,0.2922,58440.0,27464.663231500883,0.0,0.0,0.0,0.0,0.0,1,0
10077,defer,1,9660.967613450866,397.19259539689796,3,0.135,0.8812347313210038,industrial,industrial,0.24100000000000002,48200.00000000001,98904.4509631298,0.0,0.0,0.0,0.0,0.0,1,0
10078,defer,1,3817.6093999779387,297.8492011759232,1,0.4,1.0,industrial,industrial,0.4,80000.0,38176.09399977939,0.0,0.0,0.0,0.0,0.0,1,0
10079,defer,1,2887.5252351448494,221.22289776681367,3,0.073,0.6257487605876202,public,public,0.4438,88760.0,31036.57214762346,0.0,0.0,0.0,0.0,0.0,1,0
10080,defer,1,250.7636882428773,66.73638015996906,5,0.189,0.0,residential,residential,0.47340000000000004,94680.00000000001,3009.164258914527,0.0,0.0,0.0,0.0,0.0,1,0
10081,defer,1,4227.076036286944,260.07269726023185,2,0.333,0.5051099984965131,commercial,commercial,0.3998,79960.0,46454.63569477625,0.0,0.0,0.0,0.0,0.0,1,0
10082,defer,1,327.4185792256415,76.85639438898701,4,0.21,0.4185087059919347,mixed_use,residential,0.47100000000000003,94200.0,3654.967898888816,0.0,0.0,0.0,0.0,0.0,1,0
10083,defer,1,894.2319163233828,121.57727286102832,1,0.16,0.5787749421455171,mixed_use,residential,0.441,88200.0,9695.664944611111,0.0,0.0,0.0,0.0,0.0,1,0
10084,defer,1,825.6620654332971,115.91229350799111,3,0.206,0.9141310330584534,mixed_use,residential,0.4686,93720.0,8398.418151536134,0.0,0.0,0.0,0.0,0.0,1,0
10085,defer,1,1499.9809662865846,157.75730996714034,4,0.577,0.5961943822858379,commercial,commercial,0.5462,109240.0,16211.211144167528,0.0,0.0,0.0,0.0,0.0,1,0
10087,defer,1,2127.3272480160585,189.77714361635165,1,0.565,0.6255842565001076,historical,cultural,0.659,131800.0,22866.28210662761,0.0,0.0,0.0,0.0,0.0,1,0
10088,defer,1,8805.004280250183,375.49530846096786,1,0.386,1.0,industrial,industrial,0.39160000000000006,78320.00000000001,88050.04280250183,0.0,0.0,0.0,0.0,0.0,1,0
10089,defer,1,14410.966379369762,480.2955171990873,2,0.466,0.8601631535552863,industrial,industrial,0.4396,87920.0,148140.03197912133,0.0,0.0,0.0,0.0,0.0,1,0
10090,defer,1,633.5958573982972,106.84654870551017,2,0.206,0.4057210536107313,mixed_use,residential,0.4686,93720.0,7089.023931125502,0.0,0.0,0.0,0.0,0.0,1,0
10091,defer,1,307.5055535505468,74.96950423388134,3,0.293,0.8269604619913548,residential,residential,0.5357999999999999,107159.99999999999,3181.4767733484264,0.0,0.0,0.0,0.0,0.0,1,0
10093,defer,1,732.6208141862079,108.47901524505633,2,0.271,0.8945402264498329,historical,cultural,0.4826,96520.0,7480.732192186512,0.0,0.0,0.0,0.0,0.0,1,0
10094,defer,1,799.7414594734933,116.4171680835724,1,0.143,0.9970479429419808,mixed_use,residential,0.4308,86160.0,8002.136359574991,0.0,0.0,0.0,0.0,0.0,1,0
10095,defer,1,545.6032876141078,94.93649571504028,2,0.268,0.8801557487571078,mixed_use,residential,0.5058,101160.0,5586.807711100624,0.0,0.0,0.0,0.0,0.0,1,0
10096,defer,1,334.4170867473432,82.68728186598553,3,0.161,1.0,residential,residential,0.45660000000000006,91320.00000000001,3344.170867473432,0.0,0.0,0.0,0.0,0.0,1,0
10097,defer,1,8041.074869593995,367.22655342602434,1,0.063,1.0,industrial,industrial,0.1978,39560.0,80410.74869593995,0.0,0.0,0.0,0.0,0.0,1,0
10098,defer,1,1845.7252852876536,179.44952902198284,6,0.21,1.0,commercial,commercial,0.326,65200.0,18457.252852876536,0.0,0.0,0.0,0.0,0.0,1,0
10099,defer,1,8009.084460580583,364.3062169519287,1,0.576,1.0,industrial,industrial,0.5055999999999999,101119.99999999999,80090.84460580583,0.0,0.0,0.0,0.0,0.0,1,0
10100,defer,1,1400.2092510088382,151.75810362593066,3,0.166,0.9324125510961463,mixed_use,commercial,0.3246,64920.0,14191.365652502911,0.0,0.0,0.0,0.0,0.0,1,0
